accuracy,precision,recall,f1
0.98159509202454,0.9857142857142858,0.8961038961038961,0.9387755102040816
0.9971969166082691,1.0,0.9130434782608696,0.9545454545454544
0.9877300613496932,0.8507462686567164,0.8769230769230769,0.8636363636363636
0.9952283571915472,0.9285714285714286,0.9069767441860463,0.9176470588235294
0.9887876664330764,0.9069767441860463,0.9069767441860463,0.9069767441860463
0.9908899789768746,0.75,0.7777777777777778,0.7636363636363638
0.9754601226993864,0.76,0.6129032258064516,0.6785714285714285
0.9943938332165382,0.984126984126984,0.8985507246376812,0.9393939393939392
0.9734151329243352,0.7777777777777778,0.75,0.7636363636363638
0.9943938332165382,0.9817073170731708,0.9698795180722892,0.9757575757575758
0.9838822704975472,0.9041095890410958,0.8048780487804879,0.8516129032258065
0.9929922915206728,0.9873417721518988,0.896551724137931,0.9397590361445785
0.9894884372810092,0.979381443298969,0.8796296296296297,0.926829268292683
0.9775753328661528,0.9132075471698112,0.9641434262948207,0.937984496124031
0.9817799579537492,0.9848484848484848,0.8441558441558441,0.9090909090909092
0.9809134287661896,0.8823529411764706,0.8064516129032258,0.8426966292134832
0.98458304134548,0.9666666666666668,0.9157894736842104,0.9405405405405406
0.9852838121934128,0.9090909090909092,0.9302325581395348,0.9195402298850576
0.9768234492160872,0.8660714285714286,0.8362068965517241,0.8508771929824562
0.9754730203223546,0.9351851851851852,0.7829457364341085,0.8523206751054851
0.9918200408997956,0.951219512195122,0.9069767441860463,0.9285714285714286
0.99229152067274,0.8974358974358975,0.8333333333333334,0.8641975308641975
0.9824807288016818,0.9431818181818182,0.8058252427184466,0.8691099476439791
0.9768234492160872,0.8155339805825242,0.8484848484848485,0.8316831683168316
0.9713701431492844,0.8770949720670391,0.8870056497175142,0.8820224719101124
0.9950946040644708,0.967741935483871,0.8333333333333334,0.8955223880597015
0.992501704158146,0.9047619047619048,0.8444444444444444,0.8735632183908046
0.9873861247372108,0.935897435897436,0.8488372093023255,0.8902439024390244
0.9809134287661896,0.9316770186335404,0.8982035928143712,0.9146341463414632
0.9838822704975472,0.9574468085106383,0.8881578947368421,0.9215017064846416
0.9850034083162916,0.8918918918918919,0.825,0.8571428571428571
0.9877300613496932,0.952,0.9083969465648856,0.9296875
0.9964961457603364,0.9545454545454546,0.9333333333333332,0.9438202247191012
0.9831814996496144,0.9771428571428572,0.8952879581151832,0.9344262295081968
0.985685071574642,0.9,0.908256880733945,0.9041095890410958
0.9929922915206728,0.9852941176470588,0.881578947368421,0.9305555555555556
0.9873861247372108,0.948051948051948,0.8390804597701149,0.8902439024390243
0.9901892081289418,0.9506172839506172,0.8850574712643678,0.9166666666666666
0.9894884372810092,0.9696969696969696,0.9411764705882352,0.955223880597015
