accuracy,precision,recall,f1
0.9311520109066121,0.9513888888888888,0.5930735930735931,0.7306666666666667
0.96916608269096,0.75,0.06521739130434782,0.12
0.9631901840490797,0.6571428571428571,0.35384615384615387,0.4600000000000001
0.9706884798909339,0.0,0.0,0.0
0.9411352487736511,0.5192307692307693,0.313953488372093,0.391304347826087
0.9789768745620182,0.2,0.037037037037037035,0.0625
0.9570552147239264,0.4,0.03225806451612903,0.05970149253731343
0.9593552908199019,0.6774193548387096,0.30434782608695654,0.42
0.9406952965235174,0.43478260869565216,0.11904761904761904,0.18691588785046728
0.869656622284513,0.4519230769230769,0.5662650602409639,0.5026737967914439
0.9460406447091801,0.8571428571428571,0.07317073170731707,0.1348314606741573
0.9390329362298528,0.5,0.09195402298850575,0.1553398058252427
0.9243167484232656,0.5,0.009259259259259259,0.01818181818181818
0.8535388927820603,0.7763157894736842,0.2350597609561753,0.36085626911314983
0.9096005606166784,0.6237623762376238,0.4090909090909091,0.4941176470588236
0.940013633265167,0.7272727272727273,0.08602150537634409,0.15384615384615383
0.9201121233356693,0.7087912087912088,0.6789473684210526,0.6935483870967742
0.9278206026629292,0.6511627906976745,0.43410852713178294,0.5209302325581394
0.934560327198364,0.8125,0.22413793103448276,0.35135135135135137
0.9187105816398038,0.6382978723404256,0.23255813953488372,0.34090909090909094
0.9447852760736196,0.5806451612903226,0.20930232558139536,0.3076923076923077
0.9705676243868255,0.5,0.047619047619047616,0.08695652173913042
0.9299229152067274,0.5428571428571428,0.18446601941747573,0.2753623188405797
0.9331970006816632,1.0,0.010101010101010102,0.02
0.8936605316973415,0.559322033898305,0.559322033898305,0.559322033898305
0.9789768745620182,0.875,0.19444444444444445,0.3181818181818182
0.9693251533742331,0.0,0.0,0.0
0.9320252277505255,0.40350877192982454,0.26744186046511625,0.32167832167832167
0.9079754601226994,0.6509433962264151,0.41317365269461076,0.5054945054945054
0.9243167484232656,0.7115384615384616,0.4868421052631579,0.578125
0.9495569188820723,0.65,0.1625,0.26
0.9154737559645535,0.8888888888888888,0.061068702290076333,0.11428571428571428
0.9726699369306236,0.75,0.2,0.31578947368421056
0.8745620182200421,0.6764705882352942,0.12041884816753927,0.20444444444444446
0.9277436946148603,0.6363636363636364,0.06422018348623854,0.11666666666666668
0.9474421864050455,1.0,0.013157894736842105,0.025974025974025976
0.9355290819901892,0.2727272727272727,0.034482758620689655,0.06122448979591836
0.9348283111422565,0.4583333333333333,0.3793103448275862,0.4150943396226415
0.8808689558514365,0.5,0.23529411764705882,0.31999999999999995
